# CSV-File created with merge-csv.com
# -----------------------------------------------------------

UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
midsummer,@ckseturan,2020-01-11T08:40:16.000Z,"midsummer
@ckseturan
·
11 Jan 2020","Ohh ntr malming 
Yauda masih ada 3 proposal magang belum kesentuh",,,,,[],https://twitter.com/ckseturan/status/1215916323118538753
,@normaghfirah,2020-01-11T14:45:30.000Z,"@normaghfirah
·
11 Jan 2020","ternyata ada file buat magang tp dgn cerdasnya ku buat file baru, hadooo kurang2in sok idenya norrrrr!!!!",🌻 🥀 ✨ 🧸 😭,,,,[],https://twitter.com/normaghfirah/status/1216008237868142593
Adriana,@nannadriana,2020-01-11T13:22:14.000Z,"Adriana
@nannadriana
·
11 Jan 2020","Jadi kemaren waktu magang, di kantor banyak yg nanya aku asalnya darimana, trus aku jawab ""dari klaten"", dan kebanyakan dari mereka langsung tahu tentang KMK. Berasa bangga banget aku, KMK dikenal banyak orang. Bangga banget jadi bagian dari KMK undip 
1",🤗,1,,,[],https://twitter.com/nannadriana/status/1215987283515461632
dilanfarasya,@dilanfarasya,2020-01-11T14:04:52.000Z,"dilanfarasya
@dilanfarasya
·
11 Jan 2020","Gais baru kali ini mikir banget buat cari matkul biar bisa full 24 sks. Mentok 23 kecuali ambil asdos dan magang. Sedangkan mau ambil asdos aku aja goblok, mau ambil magang belum tau magang dimana   udah ambil proskrip tapi belum tau mau bahas apa 
2",🥺 😭,2,,,[],https://twitter.com/dilanfarasya/status/1215998011844616193
Abdul Maulana firman Chavoex,@FChavoex,2020-01-11T06:06:02.000Z,"Abdul Maulana firman Chavoex
@FChavoex
·
11 Jan 2020","Membalas 
@mochamadarip
Ea berarti kerja bawahan masih tergolong buruk..makanya bos besar harus mendidik bawahan seperti karyawan sedang magang
2",,,,2,[],https://twitter.com/FChavoex/status/1215877509482287104
Iqb,@IrRifqi,2020-01-11T04:32:13.000Z,"Iqb
@IrRifqi
·
11 Jan 2020","Membalas 
@mnuhrija
Jelas bro, yg lain sibuk krsan saya sibuk magang",,,,,[],https://twitter.com/IrRifqi/status/1215853898260369408
mhndr,@mrblsky,2020-01-11T16:41:11.000Z,"mhndr
@mrblsky
·
11 Jan 2020","Membalas 
@ditjendikti
 dan 
@Kemdikbud_RI
Kriteria bisa magang apa aja nih min ? Apakah ada seleksi ? Berapa orang yg akan diterima magang selanjutnya ? Jobdescnya apa aja selama magang ? Trims
1",,,,1,[],https://twitter.com/mrblsky/status/1216037346778312705
mhndr,@mrblsky,2020-01-11T17:40:25.000Z,"mhndr
@mrblsky
·
12 Jan 2020","Membalas 
@collegemenfess
Kkn dulu lanjut magang",,,,,[],https://twitter.com/mrblsky/status/1216052255280943104
sambatannya,@sendyardin,2020-01-11T01:32:04.000Z,"sambatannya
@sendyardin
·
11 Jan 2020","Membalas 
@kevinsantioso_
 dan 
@dharjuna1
magang lu pin?
1",,1,,,[],https://twitter.com/sendyardin/status/1215808562728824833
bayka,@bxyka,2020-01-11T02:48:22.000Z,"bayka
@bxyka
·
11 Jan 2020","Membalas 
@itjhiban
sekarang ge udah magang, serasa kerja :(",,,,,[],https://twitter.com/bxyka/status/1215827765020131329
u i u a a,@kuyurukuk,2020-01-11T08:33:28.000Z,"u i u a a
@kuyurukuk
·
11 Jan 2020","Membalas 
@kumparan
gue magang di cafe, 3hari dapet ampas teh di peres jadilah thai tea",,,,,[],https://twitter.com/kuyurukuk/status/1215914611632820225
ajulianto,@juliantosand,2020-01-11T22:35:39.000Z,"ajulianto
@juliantosand
·
12 Jan 2020","Membalas 
@jullschelle
Teujadi atuh magang teh jul?
1",,1,,,[],https://twitter.com/juliantosand/status/1216126552796123138
x,@wajianna,2020-01-11T08:00:00.000Z,"x
@wajianna
·
11 Jan 2020","Membalas 
@MRomadiana
Wuakakakak magang
1",,1,,,[],https://twitter.com/wajianna/status/1215906186811174912
desynp.,@desynp,2020-01-11T00:20:36.000Z,"desynp.
@desynp
·
11 Jan 2020","Membalas 
@kumparan
@yaulYNS magang di RSJ 3 hari dpt kontaknya pasien
2",,2,,,[],https://twitter.com/desynp/status/1215790577893011456
Yudhit Bin Sukamto™,@yudh1t,2020-01-11T04:38:35.000Z,"Yudhit Bin Sukamto™
@yudh1t
·
11 Jan 2020","Membalas 
@Fandom_ID
 dan 
@sofyanjak
Itu cewek paling belakang lagi magang min?",,,,,[],https://twitter.com/yudh1t/status/1215855501428133890
pal_ip,@azharrivaldii,2020-01-11T05:23:13.000Z,"pal_ip
@azharrivaldii
·
11 Jan 2020","Membalas 
@v_frontline_pc
 dan 
@dian_adoel
Admin magang beuki kurang ajar kieu pe 
@dian_adoel
1",,1,,,[],https://twitter.com/azharrivaldii/status/1215866732385931264
Nurika Andana Putri,@Nurika_andana,2020-01-11T13:11:39.000Z,"Nurika Andana Putri
@Nurika_andana
·
11 Jan 2020","Membalas 
@aerbe
Ku magang gk disuruh fotokopi alhamdulillah
Gara2 yg bisa fotokopi cuma yg punya id card karyawan dan sifatnya gk boleh dipinjamkan wkwkwk",,,,,[],https://twitter.com/Nurika_andana/status/1215984618349793281
namadepantidakpopuler,@nawangsidi,2020-01-11T05:29:36.000Z,"namadepantidakpopuler
@nawangsidi
·
11 Jan 2020","Membalas 
@kumparan
Aku pernah magang di LSM yg pelan-pelan jadi BUMN dibawah kementrian pertanian alhamdulillah disuruh angkut-angkut tai dan jadi anak kandang.
1",😊 😊,1,,,[],https://twitter.com/nawangsidi/status/1215868340775735296
Yoga Adi Pratama,@yogyogpratama,2020-01-11T06:09:17.000Z,"Yoga Adi Pratama
@yogyogpratama
·
11 Jan 2020","Membalas 
@sisisilsisil
Magang di Nasgor waeee
1",,1,,,[],https://twitter.com/yogyogpratama/status/1215878326973157376
cel,@seaallq,2020-01-12T11:18:44.000Z,"cel
@seaallq
·
12 Jan 2020","keliling jkt buat magang, ujung2nya orang dalem. he
2
1",,2,,1,[],https://twitter.com/seaallq/status/1216318588941828098
джедай,@insinyurerge,2020-01-12T16:10:59.000Z,"джедай
@insinyurerge
·
12 Jan 2020","Otw magang~
1
1",,1,,1,['https://pbs.twimg.com/media/EOF-Mf7U4AINCgJ?format=jpg&name=small'],https://twitter.com/insinyurerge/status/1216392134774812672
"Adigang, Adigung,",@Adhiluhung_,2020-01-12T12:47:12.000Z,"Adigang, Adigung,
@Adhiluhung_
·
12 Jan 2020","Bersafarlah, niscaya akan kau dapatkan ganti dari apa yang kau tinggalkan
Pasukan Malang Siap Magang
instagram.com
Dhimas Adhiluhung (@adhiluhung_) • Instagram photo
1",✊,,,1,['https://pbs.twimg.com/card_img/1529146873847508992/j3sCqfHl?format=jpg&name=240x240'],https://twitter.com/Adhiluhung_/status/1216340851275644928
bocil absen,@MasKuncoroo,2020-01-12T11:36:07.000Z,"bocil absen
@MasKuncoroo
·
12 Jan 2020",Alhamdulillah udh dpt pelajaran bnyk dr magang,,,,,[],https://twitter.com/MasKuncoroo/status/1216322963290480641
So watermelon,@aa_watermelon,2020-01-12T16:39:57.000Z,"So watermelon
@aa_watermelon
·
12 Jan 2020","Membalas 
@senseofplaceee
 dan 
@setiabudiastra
Me realizing besok senen, tapi kerjaan lg dikit dan lagi ada anak magang yg bantuin
GIF
1",🍉 🍉 🍉,1,,,['https://pbs.twimg.com/tweet_video_thumb/EOGE0vsUEAA71Nv.jpg'],https://twitter.com/aa_watermelon/status/1216399425511124993
bocil absen,@MasKuncoroo,2020-01-12T11:35:45.000Z,"bocil absen
@MasKuncoroo
·
12 Jan 2020",Toh aku magang cari ilmu kalo kalian ganiat ya terserah.,,,,,[],https://twitter.com/MasKuncoroo/status/1216322871942733824
al,@dytoaldy,2020-01-12T23:39:40.000Z,"al
@dytoaldy
·
13 Jan 2020",Udah mau magang malah bangunnya siang teross  bahaya ini kalo kebiasaan,😑,,,,[],https://twitter.com/dytoaldy/status/1216505050907889664
mien amrina rosyada,@txtdarirosya,2020-01-12T00:39:21.000Z,"mien amrina rosyada
@txtdarirosya
·
12 Jan 2020","Keinget jaman magang anjirr dapet perlakuan ga enak, asli sampe dengkulku lemes trus medun sarinah banyumanik aku rodok ngempet nangis saking rak percoyone
din
@sxltedcrrmell
 · 11 Jan 2020
JANGAN PERGI SENDIRIAN! TERUTAMA BUAT CEWEK!
 ini pengalaman temen aku,jadiin ini pelajaran buat kitaa y
Tampilkan utas ini",😭 ✨ ⚠ ⚠ ⚠ ⚠ ⚠ 🤧,,,,"['https://pbs.twimg.com/profile_images/1482772793502896129/463usqvD_mini.jpg', 'https://pbs.twimg.com/media/EN_gULlUYAEieY0?format=jpg&name=small', 'https://pbs.twimg.com/media/EN_gVQRVUAApCZU?format=jpg&name=small', 'https://pbs.twimg.com/media/EN_gWlpUcAATR3q?format=jpg&name=small', 'https://pbs.twimg.com/media/EN_gXyCU8AENybj?format=jpg&name=small']",https://twitter.com/txtdarirosya/status/1216157681855037440
𝕋𝕖𝕥𝕖𝕙,@yasratw,2020-01-12T13:02:55.000Z,"𝕋𝕖𝕥𝕖𝕙
@yasratw
·
12 Jan 2020","Wkwk malesnya libur dan dirumah pasti makanan sehari2nya:
""Kamu tuh perempuan harus bisa segala macem. Ngelayanin suami, urus rumah tangga, punya simpenan (materi), tapi tetep gak bergantung sama suami""
Ya Allah bukkk, kemaren2 mungkin iya kepikiran. Skg cm mikirin magang",😭 😭,,,,[],https://twitter.com/yasratw/status/1216344807628398593
Natchios.,@ravenclawisme,2020-01-12T08:26:11.000Z,"Natchios.
@ravenclawisme
·
12 Jan 2020","Membalas 
@nlarief
Untuk apa hp baru kalau laporan magang blm acc",,,,,[],https://twitter.com/ravenclawisme/status/1216275165677379585
beth~,@ahmad_robeth,2020-01-12T11:54:11.000Z,"beth~
@ahmad_robeth
·
12 Jan 2020","Kenapa dr dulu kurang percaya sama gw :(, kurang bnyak hal yaa gw jd ga bisa d percaya :(, 
@nuriilfauziah
 bantuiiin wkwkwk, kurang magang nih gw
1",,1,,,[],https://twitter.com/ahmad_robeth/status/1216327510410944512
Ghigha S. A. 『㌐』,@GhighaSA,2020-01-12T12:35:54.000Z,"Ghigha S. A. 『㌐』
@GhighaSA
·
12 Jan 2020","Membalas 
@haikalabe
Magang breh :')
1",,1,,,[],https://twitter.com/GhighaSA/status/1216338010729373696
mahesapww,@mhsapwpw,2020-01-12T05:39:15.000Z,"mahesapww
@mhsapwpw
·
12 Jan 2020","Membalas 
@Iisnaa___
MAGANG WAE DURUNG, EHEHE
1",,1,,,[],https://twitter.com/mhsapwpw/status/1216233156358983681
jangan masuk,@BthariRm,2020-01-12T07:32:32.000Z,"jangan masuk
@BthariRm
·
12 Jan 2020","Magang di untid 
1",🤣,1,,,[],https://twitter.com/BthariRm/status/1216261665286541313
,@zettzeett,2020-01-12T01:52:02.000Z,"@zettzeett
·
12 Jan 2020","Membalas 
@Dantaays
magang di tukang gigi haji naim bisa",,,,,[],https://twitter.com/zettzeett/status/1216175975806849024
Iqb,@IrRifqi,2020-01-12T00:04:50.000Z,"Iqb
@IrRifqi
·
12 Jan 2020","Membalas 
@mnuhrija
Bukan, direkruit magang wkwk
1",,1,,,[],https://twitter.com/IrRifqi/status/1216148997242417152
cintai ususmu,@mabokyakult,2020-01-12T06:31:31.000Z,"cintai ususmu
@mabokyakult
·
12 Jan 2020","Membalas 
@aishawachdharf
Dilist sek
-magang bareng
-semnas kshk
-semnas kmpv
-semnas hstp
-semnas kssl
1",😂,1,,,[],https://twitter.com/mabokyakult/status/1216246309725753344
beth~,@ahmad_robeth,2020-01-12T12:10:51.000Z,"beth~
@ahmad_robeth
·
12 Jan 2020","Membalas 
@nuriilfauziah
Wkwk butuh magang rull, biar d percaya sama org buat kerja wkwk",,,,,[],https://twitter.com/ahmad_robeth/status/1216331706753372161
Ghigha S. A. 『㌐』,@GhighaSA,2020-01-12T12:36:13.000Z,"Ghigha S. A. 『㌐』
@GhighaSA
·
12 Jan 2020","Membalas 
@nitakhairi
Belumm wkwk. Maret paling. Ini mau magang duluu",,,,,[],https://twitter.com/GhighaSA/status/1216338089234190337
guar ku,@fanialsiregar,2020-01-12T04:39:52.000Z,"guar ku
@fanialsiregar
·
12 Jan 2020","Membalas 
@0xalf_1
kagum, kagum, kagum, diajak diskusi bareng, disuruh jadi notulen, disuruh ngisi, magang di ngo bareng. 
apa tida bikin baper sampe ke ubun-ubun? :(
1
1",,1,1,,[],https://twitter.com/fanialsiregar/status/1216218211030405120
Jaka Darmawan ,@JeDarmawan,2020-01-12T18:06:26.000Z,"Jaka Darmawan 
@JeDarmawan
·
13 Jan 2020","Penyesalan gue saat kuliah adalah tidak menyisihkan uang sejak kuliah, seharusnya uang yg gue dapet dari voluntir, magang di museum sebagian harusnya dibelikan saham. Ya dulu sebatas angan karena ah nanti aja pas udah kerja ajalah, beneran deh. Perspektif itu menurut gue kurang.
1",,1,,,[],https://twitter.com/JeDarmawan/status/1216421189012226048
sutrisaja,@sutrisaja86,2020-01-12T05:14:24.000Z,"sutrisaja
@sutrisaja86
·
12 Jan 2020","Membalas 
@djfarezki
Bisa magang pak??
1",,1,,,[],https://twitter.com/sutrisaja86/status/1216226903503192064
Iqb,@IrRifqi,2020-01-12T03:55:29.000Z,"Iqb
@IrRifqi
·
12 Jan 2020","Membalas 
@mnuhrija
Wes cocok ja magang ndek toko bangunan, ben ngerti ngitung keperluan bahan bangunan e wkwkwk
1",,1,,,[],https://twitter.com/IrRifqi/status/1216207040944562176
IdontFuckingCare,@AdiAdi110,2020-01-12T05:49:40.000Z,"IdontFuckingCare
@AdiAdi110
·
12 Jan 2020","Membalas 
@prayougee
Magang apa tuhh dikamarnya mas??
1",,1,,,[],https://twitter.com/AdiAdi110/status/1216235776272240640
505,@_syndn,2020-01-12T18:20:19.000Z,"505
@_syndn
·
13 Jan 2020","Membalas 
@prisaeolin
wkwk sebagai orang yg pernah magang di dinas sleman, ikut guyu wae lah. Wkwk
1",,1,,,[],https://twitter.com/_syndn/status/1216424682527711232
Presma Mirota Kampus,@Sihun_nasihun,2020-01-12T13:34:33.000Z,"Presma Mirota Kampus
@Sihun_nasihun
·
12 Jan 2020","Membalas 
@dRizkaUmi
 @anandyeakss
 dan 
@afifsyarf
Siap"" kalah ya anda sebelum magang
1",,1,,,[],https://twitter.com/Sihun_nasihun/status/1216352770950778886
M Arif Rahman,@arievrahman,2020-01-12T14:02:03.000Z,"M Arif Rahman
@arievrahman
·
12 Jan 2020","Membalas 
@zarryhendrik
 @kapitulis
 dan 
@ivanlanin
Si 
@edoding
 aja diminta magang ",🤣,,,,[],https://twitter.com/arievrahman/status/1216359689660710913
sutrisaja,@sutrisaja86,2020-01-12T08:08:27.000Z,"sutrisaja
@sutrisaja86
·
12 Jan 2020","Membalas 
@djfarezki
Lhaaa kalo buka magang brangkat nih
1",,1,,,[],https://twitter.com/sutrisaja86/status/1216270704783454209
Aina,@sunfloweriantni,2020-01-12T13:08:42.000Z,"Aina
@sunfloweriantni
·
12 Jan 2020","Membalas 
@AdamasBelva
Ka interest bgt mau magang di staff . Apakah staff presiden membuka kesempatan magang?",,,,,[],https://twitter.com/sunfloweriantni/status/1216346263811051521
apaya,@bingungdehhhhh,2020-01-12T05:31:49.000Z,"apaya
@bingungdehhhhh
·
12 Jan 2020","langsung tanya ke kantor aja mas, banyak anak smk yg magang juga",,,,,[],https://twitter.com/bingungdehhhhh/status/1216231286072725504
Ichsan M Nasution,@ichannasution,2020-01-12T14:02:04.000Z,"Ichsan M Nasution
@ichannasution
·
12 Jan 2020","can’t relate..
*tag anak2 magang*
Si Paling Unpad
@anak_unpad
 · 12 Jan 2020
Selamat KKN Unpaders ",😊,,,,"['https://pbs.twimg.com/profile_images/1188709514972782592/_E-5RPbM_mini.jpg', 'https://pbs.twimg.com/media/EOFF4u9UwAMwbT9?format=jpg&name=900x900']",https://twitter.com/ichannasution/status/1216359692764495872
Akun Hidden Gem,@dendengIemak,2020-01-13T08:30:02.000Z,"Akun Hidden Gem
@dendengIemak
·
13 Jan 2020","Kasian kali adek ini ya, uda ditolak magang, dimarah marahin via text, abis itu dijadiin konten di twitter lagi. Ckckckc, you think you flower, hahh???????
yosep anggi noen
@angginoen
 · 12 Jan 2020
Kalaupun ada slot magang di produksiku, aku gak akan terima doi karena :
1. Menyingkat penyutradaraan dengan ‘penyut’. Apaan itu?!
2. Yang butuh magang itu ya yang mau magang, kok malah nyuruh2 ngabari doi. Meskipun pakai kata ‘mohon’ masalahnya di logika siapa butuh siapa.
43
349
279",,43,349,279,"['https://pbs.twimg.com/profile_images/1236303957594476545/kog1cI9D_mini.jpg', 'https://pbs.twimg.com/media/EOFHKCDU4AU8z3z?format=jpg&name=small', 'https://pbs.twimg.com/media/EOFHKDpU4AA5AHr?format=jpg&name=small']",https://twitter.com/dendengIemak/status/1216638523148656640
Titi Sunarti,@titi_sunartii,2020-01-13T04:13:42.000Z,"Titi Sunarti
@titi_sunartii
·
13 Jan 2020",Magang~,,,,,['https://pbs.twimg.com/media/EOIjm6sU8AUZS8j?format=jpg&name=small'],https://twitter.com/titi_sunartii/status/1216574012194607104
.,@sanssbangett,2020-01-13T06:04:37.000Z,".
@sanssbangett
·
13 Jan 2020","Sebelum magang menjelang
2
1",,2,,1,['https://pbs.twimg.com/media/EOI8-doU8AAsofk?format=jpg&name=small'],https://twitter.com/sanssbangett/status/1216601926235639809
Grace Amanda,@graceamnda,2020-01-13T17:30:03.000Z,"Grace Amanda
@graceamnda
·
14 Jan 2020","kebanyakan nugas sih krn kepikiran laporan magang!! tapi seruu ngobrol sm sepupu, dpt temen baruu, ketemu firyuun juga
1
1",,1,,1,"['https://pbs.twimg.com/media/EOLZ2L3VUAAFVSJ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EOLZ3SlUwAU0zIx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EOLZ4LVVAAcV7tC?format=jpg&name=360x360']",https://twitter.com/graceamnda/status/1216774423992078336
Arbain Rambey,@arbainrambey,2020-01-13T17:06:01.000Z,"Arbain Rambey
@arbainrambey
·
14 Jan 2020",Sejak 1996 tak terima magang,,,,,[],https://twitter.com/arbainrambey/status/1216768375470227463
Widya,@dekkwidyaa,2020-01-13T16:23:49.000Z,"Widya
@dekkwidyaa
·
13 Jan 2020","Membalas 
@nksthi
Magang apa",,,,,[],https://twitter.com/dekkwidyaa/status/1216757753433096192
So watermelon,@aa_watermelon,2020-01-13T16:27:58.000Z,"So watermelon
@aa_watermelon
·
13 Jan 2020","Membalas 
@ddragonogard
 @DDragonogarDD
  dan 2 lainnya
Syukurlah dia gak keterima magang disana, kalo mentor/atasan nya kek gini sih teraniaya yak
3",🍉 🍉 🍉,,,3,[],https://twitter.com/aa_watermelon/status/1216758800436224000
Bugi Bugi,@Gemukbahagia,2020-01-13T02:34:56.000Z,"Bugi Bugi
@Gemukbahagia
·
13 Jan 2020","Membalas 
@kumparan
Aku magang biar anu..... 
Wkwwk",,,,,[],https://twitter.com/Gemukbahagia/status/1216549160729448448
Syifa Aulia,@ncipirit,2020-01-13T14:27:33.000Z,"Syifa Aulia
@ncipirit
·
13 Jan 2020","Membalas 
@scorpioceans
Baru kelar magang ya?
1",,1,,,[],https://twitter.com/ncipirit/status/1216728496262676481
Nissyah Siregar,@Nisfisyah_Sireg,2020-01-13T08:55:21.000Z,"Nissyah Siregar
@Nisfisyah_Sireg
·
13 Jan 2020","Membalas 
@nogiealvanis
 dan 
@helmifelis
Magang kang 
1",😀,,,1,[],https://twitter.com/Nisfisyah_Sireg/status/1216644892631293952
cuma hanya,@khayalanbabuu,2020-01-13T09:58:24.000Z,"cuma hanya
@khayalanbabuu
·
13 Jan 2020","Tp itu dulu, ketika gue masih jaman daftar kuliah. Cuma ngomong asal krn yaa gue cm tau auditor kl lulus dr akuntansi *LOL.
Pas mau magang, se-gamau itu jd auditor tbh krn tau work life nya gmn.
1",,1,,,[],https://twitter.com/khayalanbabuu/status/1216660760681566209
𝕋𝕖𝕥𝕖𝕙,@yasratw,2020-01-13T10:50:42.000Z,"𝕋𝕖𝕥𝕖𝕙
@yasratw
·
13 Jan 2020","tp sumpah turun 1.5 kg sehari
Ga ga ga, nyiksa namanya.jgn terlena jgn terlena jgn terlena jgn terlena jgn terlena. Demi wisuda bebas foto!!!! Demi magang lebih energik dan gak loyo bawa beban badan sendiri. Inget jaman maba juga sekilo sehari tp sakitkan?!?!?!
1",,1,,,[],https://twitter.com/yasratw/status/1216673922575302657
ꦢꦧ꧀,@LuthfiGmbl,2020-01-13T16:46:11.000Z,"ꦢꦧ꧀
@LuthfiGmbl
·
13 Jan 2020","Membalas 
@nksthi
Nek ngelih aku biasane yo magang. Nganggo sego ben wareg.",,,,,[],https://twitter.com/LuthfiGmbl/status/1216763383229251584
Wildan Tantowi,@WildanTantowi,2020-01-13T13:18:36.000Z,"Wildan Tantowi
@WildanTantowi
·
13 Jan 2020","Membalas 
@asmrzk
Iya Jogja ki. Wes mulai magang soale
1",,1,,,[],https://twitter.com/WildanTantowi/status/1216711144271831042
RebeccaRouli Samaria,@thebeccalicious,2020-01-13T19:23:18.000Z,"RebeccaRouli Samaria
@thebeccalicious
·
14 Jan 2020","Bahkan, bayar parkir mobil aja 10 jam 58 menit 44 detik dengan total 45.000 rupiah.
Untuk gue yang hari pertama magang dan masih belom terjawab apakah akan ada free biaya parkir atau tidak + dengan kondisi nungguin kak rachel 1-2 jam sih ini mehong bgt weh bisa beli boba!!
1",,1,,,[],https://twitter.com/thebeccalicious/status/1216802923121762304
ahsani,@ahsaniiiiiiii,2020-01-13T04:26:02.000Z,"ahsani
@ahsaniiiiiiii
·
13 Jan 2020","Membalas 
@wisatajogjakota
Saranku dinggo admin magang diokehi le sinau",,,,,[],https://twitter.com/ahsaniiiiiiii/status/1216577118642958336
Ghigha S. A. 『㌐』,@GhighaSA,2020-01-13T14:32:43.000Z,"Ghigha S. A. 『㌐』
@GhighaSA
·
13 Jan 2020","Membalas 
@malesngunyah
Di Serpong ko jakk bukan di kukusan wkwkwkwk. Lagi magang :))
1",,1,,,[],https://twitter.com/GhighaSA/status/1216729793128882176
Siapa_saya,@agusn,2020-01-13T09:38:21.000Z,"Siapa_saya
@agusn
·
13 Jan 2020","Membalas 
@detikcom
 dan 
@detikinet
Kalo magang 5 Tahun bisa ketemu planet Thanos yak",,,,,[],https://twitter.com/agusn/status/1216655716473139200
vandipra,@_vandipra_,2020-01-13T04:22:20.000Z,"vandipra
@_vandipra_
·
13 Jan 2020","Membalas 
@Godwhin_tuljono
 dan 
@adalianw
resep waktu magang di laundry dulu
1",,1,,,[],https://twitter.com/_vandipra_/status/1216576186274336768
yowesyon,@cahyonoputro_,2020-01-13T14:26:52.000Z,"yowesyon
@cahyonoputro_
·
13 Jan 2020","Membalas 
@farissyauqii
 @chrl_rzl
  dan 6 lainnya
Yo sorry ra ngabari tung, aku balek magang langsung mangan mau. DEWE.
2",,2,,,[],https://twitter.com/cahyonoputro_/status/1216728320684912640
Adhykusuma,@ariefadhykusuma,2020-01-14T09:39:51.000Z,"Adhykusuma
@ariefadhykusuma
·
14 Jan 2020","Buat dom jateng, yg mau magang ke Jepang. Nitip ya min 
@hrdbacot
13
50
48",🥶,13,50,48,['https://pbs.twimg.com/media/EOO32rKU4AAbZOC?format=jpg&name=900x900'],https://twitter.com/ariefadhykusuma/status/1217018482086174721
°,@nindahisya,2020-01-14T13:40:12.000Z,"°
@nindahisya
·
14 Jan 2020","Kelompok magang 1 2 3 4 di Jogja
4",,,,4,['https://pbs.twimg.com/media/EOPuvStU0AMzjtB?format=jpg&name=small'],https://twitter.com/nindahisya/status/1217078966541942785
Zlatan Hillmanović,@swiftdagger24,2020-01-14T00:55:43.000Z,"Zlatan Hillmanović
@swiftdagger24
·
14 Jan 2020","#InternLife Hari pertama magang, disambut dengan a bit of adorable welcoming mini board but they spelled my name wrong but it is okay. Berkenalan dengan beberapa orang yang akan menjadi full time employee, dua diantara mereka sundanese jadi agak seneng juga wkwk
2
2",,2,,2,"['https://pbs.twimg.com/media/EOM_2gAU4AAZYLN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EOM_3cLUcAAvxHK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EOM_4JCUwAcFtLl?format=jpg&name=small', 'https://pbs.twimg.com/media/EOM_4hiUEAAdMrS?format=jpg&name=small']",https://twitter.com/swiftdagger24/status/1216886577562939392
may,@kyuaction_,2020-01-14T12:40:02.000Z,"may
@kyuaction_
·
14 Jan 2020","Malah minta resign yaampun jangan. Aku masih magang :(((
B A C A R U L E S
@curcolsuju
 · 14 Jan 2020
csj! Resign jadi elf hayukkk????? GAKUAT AKU TUH MEREKA SEMUA GANTENG BAT YA AMPUUUN",❗ ❗,,,,"['https://pbs.twimg.com/profile_images/1256641532423110658/a5iK59Jx_mini.png', 'https://pbs.twimg.com/media/EOPe2cPU4AAkvBt?format=jpg&name=small']",https://twitter.com/kyuaction_/status/1217063826312454147
Still belong to,@awfarclights,2020-01-14T09:33:54.000Z,"Still belong to
@awfarclights
·
14 Jan 2020","Company's fun fact:
Anak magang lebih terlihat rapih ketimbang pegawai nya",,,,,[],https://twitter.com/awfarclights/status/1217016984157577216
Scadsa Lee,@Scadsa,2020-01-14T14:37:25.000Z,"Scadsa Lee
@Scadsa
·
14 Jan 2020","Gilak emang maseh januari woy udah ojt udah magang aja gimana sik heran dah
1",,1,,,[],https://twitter.com/Scadsa/status/1217093364203409413
Si Ang,@si_ang88,2020-01-14T02:45:23.000Z,"Si Ang
@si_ang88
·
14 Jan 2020","Seumur umur baru 2x dapet IP semester bisa 4.00 bulet. 
Ya gimana gak bulet kalau semester khusus isinya cuma PLP dan semester 7 isinya cuma 1 SKS magang 
4",🙃,4,,,[],https://twitter.com/si_ang88/status/1216914175688994817
Gii,@apasiajg_,2020-01-14T17:25:31.000Z,"Gii
@apasiajg_
·
15 Jan 2020",Kebiasaan begadang masih belum ilang kan susah mau tidur cepet kaya sebelum magang dulu .,🛵,,,,[],https://twitter.com/apasiajg_/status/1217135667509153792
Scadsa Lee,@Scadsa,2020-01-14T14:36:49.000Z,"Scadsa Lee
@Scadsa
·
14 Jan 2020","Pengen magang di samanhudi/jatneg aja bolegasiii duh males bgt kalo di gading/sunter jauh bgt monangis 
1",😭 😭,1,,,[],https://twitter.com/Scadsa/status/1217093214760366082
@ferjan_
·
14 Jan 2020","Mungkin? semua akan dimulai dari 0 disetiap harinya. Urusan kemarin melakukan apa,  usaha apa, korban apa,  ya sama saja hari ini kamu 0!
Capekpun kamu ya 0!
Semangat magang!
2",,2,,,[],https://twitter.com/ferjan_/status/1217062257810534400
Dongeng Kopi ®,@dongengkopi,2020-01-14T13:39:22.000Z,"Dongeng Kopi ®
@dongengkopi
·
14 Jan 2020","Lanjutan dari 
@KopiYk_
 bagi yang memenuhi syarat, dapat kesempatan magang guna menambah jam terbang. Lantas untuk peningkatan kapasitas, munculah sesi pendalaman materi dalam tajuk Gelanggang Jam Terbang Gemawang… https://instagram.com/p/B7TVMwMJqaH/?igshid=e267u6oaut73…
1",,,,1,[],https://twitter.com/dongengkopi/status/1217078757665771521
,@LMHahahahaha,2020-01-14T03:49:48.000Z,"@LMHahahahaha
·
14 Jan 2020","Kerja udh mau 2 taun HP masih buluk, jaman Magang Mandiri aja kebeli HP masa ini kaga jingan liya duit gaji mane dipake naon sih? :(
1",🥀 🌧,1,,,[],https://twitter.com/LMHahahahaha/status/1216930387802198017
Marimo,@normapbs,2020-01-14T14:20:39.000Z,"Marimo
@normapbs
·
14 Jan 2020","Membalas 
@ninanafh
Magang ke jepangg
1",⚡,1,,,[],https://twitter.com/normapbs/status/1217089145325015042
